stage,idx,level,days,delivered,final_pass,original_failure,unified_failure,run_dir
B,87,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T030540583038Z_deepseek-chat_react_validation_087
B,88,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T030655839943Z_deepseek-chat_react_validation_088
B,89,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T030751109467Z_deepseek-chat_react_validation_089
B,90,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T030832493435Z_deepseek-chat_react_validation_090
B,91,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T030951487817Z_deepseek-chat_react_validation_091
B,92,medium,5,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T031012176079Z_deepseek-chat_react_validation_092
B,93,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031152238845Z_deepseek-chat_react_validation_093
B,94,medium,5,True,True,success,success,runs\20260905T031328663627Z_deepseek-chat_react_validation_094
B,95,medium,5,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T031424816967Z_deepseek-chat_react_validation_095
B,96,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031448541556Z_deepseek-chat_react_validation_096
B,97,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031604418679Z_deepseek-chat_react_validation_097
B,98,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031659748048Z_deepseek-chat_react_validation_098
B,99,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031716903272Z_deepseek-chat_react_validation_099
B,100,medium,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031808598660Z_deepseek-chat_react_validation_100
B,101,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031828500541Z_deepseek-chat_react_validation_101
B,102,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031900855171Z_deepseek-chat_react_validation_102
B,103,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031920037931Z_deepseek-chat_react_validation_103
B,104,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031940422321Z_deepseek-chat_react_validation_104
B,105,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T031958347791Z_deepseek-chat_react_validation_105
B,106,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032038381178Z_deepseek-chat_react_validation_106
B,107,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032116169215Z_deepseek-chat_react_validation_107
B,108,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032135729577Z_deepseek-chat_react_validation_108
B,109,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032155677313Z_deepseek-chat_react_validation_109
B,110,medium,7,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T032225892286Z_deepseek-chat_react_validation_110
B,111,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032307952465Z_deepseek-chat_react_validation_111
B,112,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032429011118Z_deepseek-chat_react_validation_112
B,113,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032555330543Z_deepseek-chat_react_validation_113
B,114,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032615763268Z_deepseek-chat_react_validation_114
B,115,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032640980427Z_deepseek-chat_react_validation_115
B,116,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032738847933Z_deepseek-chat_react_validation_116
B,117,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032802388376Z_deepseek-chat_react_validation_117
B,118,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032822265533Z_deepseek-chat_react_validation_118
B,119,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032843054845Z_deepseek-chat_react_validation_119
B,120,medium,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032902708014Z_deepseek-chat_react_validation_120
B,121,hard,3,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T032923379863Z_deepseek-chat_react_validation_121
B,122,hard,3,True,False,planning_constraint_failure,diversity/preference/room_rule,runs\20260905T033031582871Z_deepseek-chat_react_validation_122
B,123,hard,3,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T033046778612Z_deepseek-chat_react_validation_123
B,124,hard,3,True,False,planning_constraint_failure,budget/minimum_nights,runs\20260905T033125046872Z_deepseek-chat_react_validation_124
B,125,hard,3,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T033137761801Z_deepseek-chat_react_validation_125
B,126,hard,3,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T033216255540Z_deepseek-chat_react_validation_126
B,127,hard,3,True,False,planning_constraint_failure,route/transportation,runs\20260905T033245045673Z_deepseek-chat_react_validation_127
B,128,hard,3,True,True,success,success,runs\20260905T033258471466Z_deepseek-chat_react_validation_128
B,129,hard,3,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T033318461122Z_deepseek-chat_react_validation_129
B,130,hard,3,True,False,planning_constraint_failure,route/transportation,runs\20260905T033434596360Z_deepseek-chat_react_validation_130
B,131,hard,3,True,True,success,success,runs\20260905T033541793310Z_deepseek-chat_react_validation_131
B,132,hard,3,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T033604097283Z_deepseek-chat_react_validation_132
B,133,hard,3,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T033704339880Z_deepseek-chat_react_validation_133
B,134,hard,3,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T033746097140Z_deepseek-chat_react_validation_134
B,135,hard,3,True,True,success,success,runs\20260905T033757904686Z_deepseek-chat_react_validation_135
B,136,hard,3,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T033842830113Z_deepseek-chat_react_validation_136
B,137,hard,3,True,True,success,success,runs\20260905T033904747615Z_deepseek-chat_react_validation_137
B,138,hard,3,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T033921331775Z_deepseek-chat_react_validation_138
B,139,hard,3,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T034042445834Z_deepseek-chat_react_validation_139
B,140,hard,3,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034117531448Z_deepseek-chat_react_validation_140
B,141,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034216318072Z_deepseek-chat_react_validation_141
B,142,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034305599666Z_deepseek-chat_react_validation_142
B,143,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034358263039Z_deepseek-chat_react_validation_143
B,144,hard,5,True,False,planning_constraint_failure,diversity/preference/room_rule,runs\20260905T034423975950Z_deepseek-chat_react_validation_144
B,145,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034505004711Z_deepseek-chat_react_validation_145
B,146,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034604821799Z_deepseek-chat_react_validation_146
B,147,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034704523721Z_deepseek-chat_react_validation_147
B,148,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034800090921Z_deepseek-chat_react_validation_148
B,149,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034854887885Z_deepseek-chat_react_validation_149
B,150,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T034913733927Z_deepseek-chat_react_validation_150
B,151,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035039640597Z_deepseek-chat_react_validation_151
B,152,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035145966483Z_deepseek-chat_react_validation_152
B,153,hard,5,True,False,planning_constraint_failure,diversity/preference/room_rule,runs\20260905T035201877723Z_deepseek-chat_react_validation_153
B,154,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035327384936Z_deepseek-chat_react_validation_154
B,155,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035406715075Z_deepseek-chat_react_validation_155
B,156,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035439581491Z_deepseek-chat_react_validation_156
B,157,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035630905810Z_deepseek-chat_react_validation_157
B,158,hard,5,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T035647666511Z_deepseek-chat_react_validation_158
B,159,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035747635851Z_deepseek-chat_react_validation_159
B,160,hard,5,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035822559835Z_deepseek-chat_react_validation_160
B,161,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T035923349118Z_deepseek-chat_react_validation_161
B,162,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040027949457Z_deepseek-chat_react_validation_162
B,163,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040049607658Z_deepseek-chat_react_validation_163
B,164,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040108851712Z_deepseek-chat_react_validation_164
B,165,hard,7,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T040205621079Z_deepseek-chat_react_validation_165
B,166,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040244668386Z_deepseek-chat_react_validation_166
B,167,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040352658382Z_deepseek-chat_react_validation_167
B,168,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040432772361Z_deepseek-chat_react_validation_168
B,169,hard,7,True,False,evidence_utilization_or_grounding_failure,grounding/utilization,runs\20260905T040452167224Z_deepseek-chat_react_validation_169
B,170,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040534521321Z_deepseek-chat_react_validation_170
B,171,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040613129242Z_deepseek-chat_react_validation_171
B,172,hard,7,True,False,evidence_utilization_or_grounding_failure,grounding/utilization,runs\20260905T040653373438Z_deepseek-chat_react_validation_172
B,173,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040731275746Z_deepseek-chat_react_validation_173
B,174,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040822662719Z_deepseek-chat_react_validation_174
B,175,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T040927537615Z_deepseek-chat_react_validation_175
B,176,hard,7,True,True,success,success,runs\20260905T040957600096Z_deepseek-chat_react_validation_176
B,177,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T041042784322Z_deepseek-chat_react_validation_177
B,178,hard,7,True,False,evidence_insufficient_for_chosen_plan,evidence_coverage,runs\20260905T041105056908Z_deepseek-chat_react_validation_178
B,179,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T041153847865Z_deepseek-chat_react_validation_179
B,180,hard,7,False,False,non_delivery_or_agent_control,delivery/agent_control,runs\20260905T041233698193Z_deepseek-chat_react_validation_180
C,1,easy,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T060533196946Z_deepseek-chat_planner-react_validation_001
C,2,easy,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T060600103205Z_deepseek-chat_planner-react_validation_002
C,3,easy,3,True,True,success,success,runs\20260905T060648981490Z_deepseek-chat_planner-react_validation_003
C,4,easy,3,True,True,success,success,runs\20260905T060704068919Z_deepseek-chat_planner-react_validation_004
C,5,easy,3,True,True,success,success,runs\20260905T060717182702Z_deepseek-chat_planner-react_validation_005
C,6,easy,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T060741456607Z_deepseek-chat_planner-react_validation_006
C,7,easy,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T060755187507Z_deepseek-chat_planner-react_validation_007
C,8,easy,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T060841171828Z_deepseek-chat_planner-react_validation_008
C,9,easy,3,True,False,planning_constraint_failure,route/transportation,runs\20260905T060900669600Z_deepseek-chat_planner-react_validation_009
C,10,easy,3,True,True,success,success,runs\20260905T060934499391Z_deepseek-chat_planner-react_validation_010
C,11,easy,3,True,False,planning_constraint_failure,budget/minimum_nights,runs\20260905T060945254986Z_deepseek-chat_planner-react_validation_011
C,12,easy,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T061031766797Z_deepseek-chat_planner-react_validation_012
C,13,easy,3,True,True,success,success,runs\20260905T061111725909Z_deepseek-chat_planner-react_validation_013
C,14,easy,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061127342269Z_deepseek-chat_planner-react_validation_014
C,15,easy,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061213063325Z_deepseek-chat_planner-react_validation_015
C,16,easy,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T061242316679Z_deepseek-chat_planner-react_validation_016
C,17,easy,3,True,True,success,success,runs\20260905T061307812250Z_deepseek-chat_planner-react_validation_017
C,18,easy,3,True,False,planning_constraint_failure,budget/minimum_nights,runs\20260905T061322581366Z_deepseek-chat_planner-react_validation_018
C,19,easy,3,True,True,success,success,runs\20260905T061340609084Z_deepseek-chat_planner-react_validation_019
C,20,easy,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061357676177Z_deepseek-chat_planner-react_validation_020
C,21,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061425896838Z_deepseek-chat_planner-react_validation_021
C,22,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061512983645Z_deepseek-chat_planner-react_validation_022
C,23,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061537895925Z_deepseek-chat_planner-react_validation_023
C,24,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061632790314Z_deepseek-chat_planner-react_validation_024
C,25,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061652887459Z_deepseek-chat_planner-react_validation_025
C,26,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061713705426Z_deepseek-chat_planner-react_validation_026
C,27,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061735880641Z_deepseek-chat_planner-react_validation_027
C,28,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061850226718Z_deepseek-chat_planner-react_validation_028
C,29,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T061909895131Z_deepseek-chat_planner-react_validation_029
C,30,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062001253289Z_deepseek-chat_planner-react_validation_030
C,31,easy,5,True,True,success,success,runs\20260905T062029465182Z_deepseek-chat_planner-react_validation_031
C,32,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062127768745Z_deepseek-chat_planner-react_validation_032
C,33,easy,5,True,True,success,success,runs\20260905T062256254942Z_deepseek-chat_planner-react_validation_033
C,34,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062320750325Z_deepseek-chat_planner-react_validation_034
C,35,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062352438095Z_deepseek-chat_planner-react_validation_035
C,36,easy,5,True,False,evidence_insufficient,evidence_coverage,runs\20260905T062414631526Z_deepseek-chat_planner-react_validation_036
C,37,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062458336675Z_deepseek-chat_planner-react_validation_037
C,38,easy,5,True,True,success,success,runs\20260905T062615497394Z_deepseek-chat_planner-react_validation_038
C,39,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062639803131Z_deepseek-chat_planner-react_validation_039
C,40,easy,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062718003001Z_deepseek-chat_planner-react_validation_040
C,41,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062821617610Z_deepseek-chat_planner-react_validation_041
C,42,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062847000330Z_deepseek-chat_planner-react_validation_042
C,43,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T062913976703Z_deepseek-chat_planner-react_validation_043
C,44,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063022357084Z_deepseek-chat_planner-react_validation_044
C,45,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063047187843Z_deepseek-chat_planner-react_validation_045
C,46,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063120859201Z_deepseek-chat_planner-react_validation_046
C,47,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063245237896Z_deepseek-chat_planner-react_validation_047
C,48,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063328090081Z_deepseek-chat_planner-react_validation_048
C,49,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063354461319Z_deepseek-chat_planner-react_validation_049
C,50,easy,7,True,False,blueprint_execution_deviation,route/transportation,runs\20260905T063436212710Z_deepseek-chat_planner-react_validation_050
C,51,easy,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T063517849664Z_deepseek-chat_planner-react_validation_051
C,52,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063625804422Z_deepseek-chat_planner-react_validation_052
C,53,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063723522137Z_deepseek-chat_planner-react_validation_053
C,54,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063752615653Z_deepseek-chat_planner-react_validation_054
C,55,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T063815360033Z_deepseek-chat_planner-react_validation_055
C,56,easy,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T063837889343Z_deepseek-chat_planner-react_validation_056
C,57,easy,7,True,False,planning_constraint_failure,budget/minimum_nights,runs\20260905T063919778525Z_deepseek-chat_planner-react_validation_057
C,58,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T064019807170Z_deepseek-chat_planner-react_validation_058
C,59,easy,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T064058985583Z_deepseek-chat_planner-react_validation_059
C,60,easy,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T064140054197Z_deepseek-chat_planner-react_validation_060
C,61,medium,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T064211524362Z_deepseek-chat_planner-react_validation_061
C,62,medium,3,True,True,success,success,runs\20260905T064235036729Z_deepseek-chat_planner-react_validation_062
C,63,medium,3,True,True,success,success,runs\20260905T064246543351Z_deepseek-chat_planner-react_validation_063
C,64,medium,3,True,True,success,success,runs\20260905T064259658003Z_deepseek-chat_planner-react_validation_064
C,65,medium,3,True,True,success,success,runs\20260905T064315264034Z_deepseek-chat_planner-react_validation_065
C,66,medium,3,True,True,success,success,runs\20260905T064327885025Z_deepseek-chat_planner-react_validation_066
C,67,medium,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T064341862472Z_deepseek-chat_planner-react_validation_067
C,68,medium,3,True,True,success,success,runs\20260905T064356327251Z_deepseek-chat_planner-react_validation_068
C,69,medium,3,True,True,success,success,runs\20260905T064439759027Z_deepseek-chat_planner-react_validation_069
C,70,medium,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T064544272372Z_deepseek-chat_planner-react_validation_070
C,71,medium,3,True,False,planning_constraint_failure,diversity/preference/room_rule,runs\20260905T064608370475Z_deepseek-chat_planner-react_validation_071
C,72,medium,3,True,True,success,success,runs\20260905T064625777887Z_deepseek-chat_planner-react_validation_072
C,73,medium,3,True,False,planning_constraint_failure,budget/minimum_nights,runs\20260905T064644653965Z_deepseek-chat_planner-react_validation_073
C,74,medium,3,True,True,success,success,runs\20260905T064658566889Z_deepseek-chat_planner-react_validation_074
C,75,medium,3,True,False,planning_constraint_failure,budget/minimum_nights,runs\20260905T064715139372Z_deepseek-chat_planner-react_validation_075
C,76,medium,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T064739800671Z_deepseek-chat_planner-react_validation_076
C,77,medium,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T064829500047Z_deepseek-chat_planner-react_validation_077
C,78,medium,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T064848698205Z_deepseek-chat_planner-react_validation_078
C,79,medium,3,True,False,planning_constraint_failure,diversity/preference/room_rule,runs\20260905T064910340425Z_deepseek-chat_planner-react_validation_079
C,80,medium,3,True,False,evidence_utilization_or_grounding_failure,grounding/utilization,runs\20260905T064921569340Z_deepseek-chat_planner-react_validation_080
C,81,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T065004085385Z_deepseek-chat_planner-react_validation_081
C,82,medium,5,True,False,evidence_insufficient,evidence_coverage,runs\20260905T065031854039Z_deepseek-chat_planner-react_validation_082
C,83,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T065051700058Z_deepseek-chat_planner-react_validation_083
C,84,medium,5,True,False,planning_constraint_failure,route/transportation,runs\20260905T065201074030Z_deepseek-chat_planner-react_validation_084
C,85,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T065226576456Z_deepseek-chat_planner-react_validation_085
C,86,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T065304792859Z_deepseek-chat_planner-react_validation_086
C,87,medium,5,True,True,success,success,runs\20260905T065335496641Z_deepseek-chat_planner-react_validation_087
C,88,medium,5,True,False,evidence_insufficient,evidence_coverage,runs\20260905T065439118126Z_deepseek-chat_planner-react_validation_088
C,89,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T065522697570Z_deepseek-chat_planner-react_validation_089
C,90,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T065702839197Z_deepseek-chat_planner-react_validation_090
C,91,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T065753756800Z_deepseek-chat_planner-react_validation_091
C,92,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T065904069162Z_deepseek-chat_planner-react_validation_092
C,93,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070024661554Z_deepseek-chat_planner-react_validation_093
C,94,medium,5,True,False,evidence_insufficient,evidence_coverage,runs\20260905T070048378817Z_deepseek-chat_planner-react_validation_094
C,95,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070119296523Z_deepseek-chat_planner-react_validation_095
C,96,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070312127583Z_deepseek-chat_planner-react_validation_096
C,97,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070340325315Z_deepseek-chat_planner-react_validation_097
C,98,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070403497327Z_deepseek-chat_planner-react_validation_098
C,99,medium,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070426972941Z_deepseek-chat_planner-react_validation_099
C,100,medium,5,True,False,evidence_insufficient,evidence_coverage,runs\20260905T070447973601Z_deepseek-chat_planner-react_validation_100
C,101,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070522107600Z_deepseek-chat_planner-react_validation_101
C,102,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070551936061Z_deepseek-chat_planner-react_validation_102
C,103,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070615329627Z_deepseek-chat_planner-react_validation_103
C,104,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070659567466Z_deepseek-chat_planner-react_validation_104
C,105,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070721852768Z_deepseek-chat_planner-react_validation_105
C,106,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070751656160Z_deepseek-chat_planner-react_validation_106
C,107,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T070814590323Z_deepseek-chat_planner-react_validation_107
C,108,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071002689753Z_deepseek-chat_planner-react_validation_108
C,109,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071125802419Z_deepseek-chat_planner-react_validation_109
C,110,medium,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T071207485032Z_deepseek-chat_planner-react_validation_110
C,111,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071233095487Z_deepseek-chat_planner-react_validation_111
C,112,medium,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T071338587319Z_deepseek-chat_planner-react_validation_112
C,113,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071418787628Z_deepseek-chat_planner-react_validation_113
C,114,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071443237960Z_deepseek-chat_planner-react_validation_114
C,115,medium,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T071526007951Z_deepseek-chat_planner-react_validation_115
C,116,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071603257323Z_deepseek-chat_planner-react_validation_116
C,117,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071630219740Z_deepseek-chat_planner-react_validation_117
C,118,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071651944856Z_deepseek-chat_planner-react_validation_118
C,119,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071809106528Z_deepseek-chat_planner-react_validation_119
C,120,medium,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071835572843Z_deepseek-chat_planner-react_validation_120
C,121,hard,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T071904454139Z_deepseek-chat_planner-react_validation_121
C,122,hard,3,True,True,success,success,runs\20260905T072109681412Z_deepseek-chat_planner-react_validation_122
C,123,hard,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T072145767199Z_deepseek-chat_planner-react_validation_123
C,124,hard,3,True,True,success,success,runs\20260905T072240340260Z_deepseek-chat_planner-react_validation_124
C,125,hard,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T072252730699Z_deepseek-chat_planner-react_validation_125
C,126,hard,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T072357655765Z_deepseek-chat_planner-react_validation_126
C,127,hard,3,True,True,success,success,runs\20260905T072416971460Z_deepseek-chat_planner-react_validation_127
C,128,hard,3,True,False,planning_constraint_failure,budget/minimum_nights,runs\20260905T072436857690Z_deepseek-chat_planner-react_validation_128
C,129,hard,3,True,True,success,success,runs\20260905T072459671122Z_deepseek-chat_planner-react_validation_129
C,130,hard,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T072537576551Z_deepseek-chat_planner-react_validation_130
