baseline,sample_key,run_id,day,activity_index,type,entity,status,evidence_ref,field_checks
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,2,1,attraction,成都大熊猫繁育研究基地,not_retrieved_but_exists_in_sandbox,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,2,2,lunch,熊猫基地附近,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,2,3,attraction,武侯祠,not_retrieved_but_exists_in_sandbox,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,2,4,dinner,锦里,fabricated_or_invalid,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,2,5,accommodation,成都市区酒店,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,3,0,breakfast,酒店,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,3,1,train,C6101,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,3,2,attraction,都江堰景区,not_retrieved_but_exists_in_sandbox,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,3,3,lunch,都江堰景区附近,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,3,4,attraction,青城山,not_retrieved_but_exists_in_sandbox,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,3,5,train,C6110,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,3,6,dinner,成都市区,fabricated_or_invalid,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,3,7,accommodation,成都市区酒店,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,4,0,breakfast,酒店,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,4,1,attraction,杜甫草堂,not_retrieved_but_exists_in_sandbox,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,4,2,lunch,杜甫草堂附近,generic_placeholder,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,4,3,train,D354,not_retrieved_but_exists_in_sandbox,,{}
C,human:h20241029143736524841,ct-c-20260908T150133Z-h20241029143736524841,4,4,dinner,火车上,fabricated_or_invalid,,{}
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,1,0,airplane,FL511,retrieved_and_used_consistently,tool-1-row-4,"{""start"": true, ""end"": true, ""start_time"": true, ""end_time"": true, ""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,1,1,taxi,,generic_placeholder,,{}
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,1,2,accommodation,广州天河希尔顿酒店,retrieved_and_used_consistently,tool-11-row-1,"{""price"": true, ""room_type"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,1,3,lunch,广州天河希尔顿酒店·无贰自助餐,retrieved_and_used_consistently,tool-12-row-1,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,1,4,attraction,广州动物园,retrieved_and_used_consistently,tool-7-row-0,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,1,5,dinner,东兴饭店(汉风国际店),retrieved_and_used_consistently,tool-12-row-0,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,2,0,breakfast,康师傅私房牛肉面(中泰店),retrieved_and_used_consistently,tool-17-row-5,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,2,1,attraction,广州海洋馆,retrieved_and_used_consistently,tool-6-row-1,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,2,2,lunch,撚手食堂·传统粤菜(宝泰店),retrieved_and_used_consistently,tool-17-row-2,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,2,3,attraction,广州体育文化博物馆,retrieved_and_used_consistently,tool-9-row-4,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,2,4,dinner,传记潮发牛肉(天河北路店),retrieved_and_used_consistently,tool-12-row-6,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,3,0,breakfast,康师傅私房牛肉面(中泰店),retrieved_and_used_consistently,tool-17-row-5,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,3,1,attraction,长隆野生动物世界,retrieved_and_used_consistently,tool-21-row-0,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,3,2,lunch,撚手食堂·传统粤菜(宝泰店),retrieved_and_used_consistently,tool-17-row-2,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,3,3,attraction,珠江夜游,retrieved_and_used_consistently,tool-21-row-4,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,3,4,dinner,海底捞火锅(佳兆业广场店),retrieved_and_used_consistently,tool-12-row-9,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,4,0,breakfast,康师傅私房牛肉面(中泰店),retrieved_and_used_consistently,tool-17-row-5,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,4,1,attraction,正佳极地海洋世界,retrieved_and_used_consistently,tool-6-row-0,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,4,2,lunch,撚手食堂·传统粤菜(宝泰店),retrieved_and_used_consistently,tool-17-row-2,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,4,3,attraction,天河体育中心,retrieved_and_used_consistently,tool-23-row-6,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,4,4,dinner,传记潮发牛肉(天河北路店),retrieved_and_used_consistently,tool-12-row-6,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,5,0,breakfast,康师傅私房牛肉面(中泰店),retrieved_and_used_consistently,tool-17-row-5,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,5,1,attraction,广州野恩动物乐园,retrieved_and_used_consistently,tool-23-row-7,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,5,2,lunch,撚手食堂·传统粤菜(宝泰店),retrieved_and_used_consistently,tool-17-row-2,"{""price"": true}"
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,5,3,taxi,,generic_placeholder,,{}
C,human:h20241029143832205713,ct-c-20260908T150155Z-h20241029143832205713,5,4,airplane,FL300,retrieved_and_used_consistently,tool-8-row-7,"{""start"": true, ""end"": true, ""start_time"": true, ""end_time"": true, ""price"": true}"
